Uid,PostId,SnippetId,CloneClassnumber,CloneSize,Similarity,CodeLength,Grunality,A_ownerId,A_length,A_CreateDate,A_Score,A_NoOfBoldTags,A_NoOfCodeSnippets,A_NoOfComments,A_NoOfEditOrRevision,Answerer_ReputationScore,Answerer_Upvotes,Answerer_DownVotes,Answerer_PostedQuestions,Answerer_PostedAnswers,Answerer_NoOfRevision,Answerer_NoOfRevisionInAnswer,A_CodeRatioPercentage,A_LinkTags,A_ItalicTags,A_TotalCodeLength,A_codeRatio
3815,31552811,1,1,13,70,632,Functions,992484,3322,2015-07-22 2:22:44,1,0,4,4,1,300909,10979,1441,15,10157,19134,1,75.3658,3,0,2524,0.7537
3816,24620794,1,1,13,70,632,Functions,992484,4163,2014-07-07 22:15:28,4,0,4,2,2,300909,10979,1441,15,10157,19134,2,79.9952,0,0,3339,0.8
3817,28868164,1,1,13,70,592,Functions,992484,5193,2015-03-05 0:59:33,2,0,3,2,1,300909,10979,1441,15,10157,19134,1,91.2103,1,0,4763,0.9121
3818,33412131,1,1,13,70,632,Functions,992484,5201,2015-10-29 10:47:03,2,0,11,2,2,300909,10979,1441,15,10157,19134,2,43.0837,5,0,2255,0.4308
3819,32434040,1,1,13,70,632,Functions,992484,7745,2015-09-07 8:19:08,2,1,11,4,3,300909,10979,1441,15,10157,19134,2,87.2114,2,0,6799,0.8721
3820,28227614,1,1,13,70,633,Functions,992484,3660,2015-01-30 1:06:15,1,0,5,3,2,300909,10979,1441,15,10157,19134,1,63.8413,4,0,2350,0.6384
3821,51019938,1,1,13,70,635,Functions,992484,5036,2018-06-25 9:13:29,1,0,15,0,2,300909,10979,1441,15,10157,19134,2,64.4698,5,0,3277,0.6447
3822,33862329,1,1,13,70,632,Functions,992484,2539,2015-11-23 1:13:01,4,0,7,1,1,300909,10979,1441,15,10157,19134,1,87.7551,0,0,2236,0.8776
3823,27305061,1,1,13,70,632,Functions,992484,3817,2014-12-04 22:07:34,3,0,6,2,1,300909,10979,1441,15,10157,19134,1,78.7918,0,0,3013,0.7879
3824,35035741,1,1,13,70,683,Functions,992484,4970,2016-01-27 11:12:58,2,0,10,6,1,300909,10979,1441,15,10157,19134,1,81.8455,2,0,4080,0.8185
3825,48826187,1,1,13,70,632,Functions,992484,2490,2018-02-16 11:51:39,3,0,6,0,1,300909,10979,1441,15,10157,19134,1,74.0358,2,0,1862,0.7404
3826,27284080,1,1,13,70,632,Functions,992484,3359,2014-12-04 0:10:31,6,0,5,0,1,300909,10979,1441,15,10157,19134,1,89.0625,0,0,3021,0.8906
3827,23036363,1,1,13,70,632,Functions,992484,2896,2014-04-12 21:30:08,1,1,5,5,2,300909,10979,1441,15,10157,19134,2,73.6354,1,0,2145,0.7364
3828,29160938,1,1,13,70,635,Functions,992484,9472,2015-03-20 6:48:13,3,0,3,0,2,300909,10979,1441,15,10157,19134,1,92.2186,1,0,8758,0.9222
3829,18882601,1,1,13,70,632,Functions,992484,5663,2013-09-18 21:23:54,3,0,6,0,2,300909,10979,1441,15,10157,19134,2,81.7108,0,0,4633,0.8171
3830,34754439,1,1,13,70,632,Functions,992484,5415,2016-01-12 21:52:02,3,0,6,0,2,300909,10979,1441,15,10157,19134,2,86.8237,2,0,4718,0.8682
3831,27369244,1,1,13,70,633,Functions,992484,3429,2014-12-09 0:00:51,5,0,10,0,2,300909,10979,1441,15,10157,19134,2,64.6136,5,0,2224,0.6461
3832,35471323,1,1,13,70,631,Functions,992484,4144,2016-02-18 1:52:24,1,0,10,1,3,300909,10979,1441,15,10157,19134,2,55.4596,3,0,2311,0.5546
3833,26456940,1,1,13,70,632,Functions,992484,4413,2014-10-20 0:27:53,1,0,7,0,1,300909,10979,1441,15,10157,19134,1,88.5572,0,0,3916,0.8856
3834,50662296,1,1,13,70,632,Functions,992484,7528,2018-06-03 0:25:09,2,0,7,2,2,300909,10979,1441,15,10157,19134,2,77.4493,1,0,5842,0.7745
3835,32598843,1,1,13,70,632,Functions,992484,3415,2015-09-16 2:38:57,5,0,12,2,1,300909,10979,1441,15,10157,19134,1,67.7204,2,0,2335,0.6772
3836,47606015,1,1,13,70,634,Functions,992484,8242,2017-12-02 8:30:41,1,0,10,7,2,300909,10979,1441,15,10157,19134,2,71.2006,5,0,5889,0.712
3837,35809304,1,1,13,70,632,Functions,992484,4277,2016-03-05 2:35:15,1,0,9,2,1,300909,10979,1441,15,10157,19134,1,82.8831,1,0,3559,0.8288
3838,36346513,1,1,13,70,632,Functions,992484,4278,2016-04-01 1:23:35,1,0,10,8,3,300909,10979,1441,15,10157,19134,3,75.2268,0,0,3234,0.7523
3839,26855237,1,1,13,70,632,Functions,992484,4041,2014-11-10 23:56:43,3,0,5,0,1,300909,10979,1441,15,10157,19134,1,67.9714,2,0,2761,0.6797
3840,23708548,1,1,13,70,633,Functions,992484,2806,2014-05-17 6:59:48,3,0,10,1,2,300909,10979,1441,15,10157,19134,2,79.7369,0,0,2243,0.7974
3841,51928391,1,1,13,70,632,Functions,992484,2709,2018-08-20 10:05:45,2,0,4,0,1,300909,10979,1441,15,10157,19134,1,80.6985,1,0,2195,0.807
3842,51188760,1,1,13,70,721,Functions,992484,3969,2018-07-05 10:15:56,1,0,13,0,1,300909,10979,1441,15,10157,19134,1,79.8241,1,0,3177,0.7982
3843,20183875,1,1,13,70,632,Functions,992484,2957,2013-11-25 2:22:02,2,0,4,0,2,300909,10979,1441,15,10157,19134,1,66.0486,2,0,1959,0.6605
3844,48046786,1,1,13,70,632,Functions,992484,10119,2018-01-01 2:14:31,3,0,18,10,3,300909,10979,1441,15,10157,19134,3,68.4438,3,0,6958,0.6844
3845,21924778,1,1,13,70,632,Functions,992484,2892,2014-02-21 3:34:33,3,1,7,3,2,300909,10979,1441,15,10157,19134,2,78.195,1,0,2270,0.7819
3846,31061760,1,1,13,70,632,Functions,992484,3685,2015-06-25 22:17:21,2,0,4,2,1,300909,10979,1441,15,10157,19134,1,78.172,2,0,2908,0.7817
3847,46881777,1,1,13,70,632,Functions,992484,5102,2017-10-23 4:02:09,2,0,3,4,1,300909,10979,1441,15,10157,19134,1,86.7265,2,0,4443,0.8673
3848,23709320,1,1,13,70,632,Functions,992484,4323,2014-05-17 8:41:35,4,0,6,2,2,300909,10979,1441,15,10157,19134,2,78.2649,0,0,3392,0.7826
3849,30880879,1,1,13,70,626,Functions,992484,2760,2015-06-17 1:27:56,2,0,5,0,3,300909,10979,1441,15,10157,19134,2,63.4789,1,0,1759,0.6348
3850,28078886,1,1,13,70,640,Functions,992484,2677,2015-01-21 23:34:45,2,0,6,2,1,300909,10979,1441,15,10157,19134,1,73.8856,2,0,1989,0.7389
3851,26754743,1,1,13,70,632,Functions,992484,7384,2014-11-05 10:23:41,1,1,8,26,4,300909,10979,1441,15,10157,19134,4,80.8901,2,0,5998,0.8089
3852,29553078,1,1,13,70,637,Functions,992484,5327,2015-04-10 3:53:55,1,0,7,2,1,300909,10979,1441,15,10157,19134,1,83.2085,2,0,4445,0.8321
3853,32173243,1,1,13,70,632,Functions,992484,4741,2015-08-24 1:19:22,7,0,5,0,1,300909,10979,1441,15,10157,19134,1,70.8736,3,1,3375,0.7087
3854,33166279,1,1,13,70,632,Functions,992484,3078,2015-10-16 8:56:01,3,0,4,0,1,300909,10979,1441,15,10157,19134,1,81.0217,2,0,2506,0.8102
3855,27219761,1,1,13,70,649,Functions,992484,3460,2014-11-30 23:53:26,1,0,5,2,1,300909,10979,1441,15,10157,19134,1,80.7637,2,0,2813,0.8076
3856,27726674,1,1,13,70,632,Functions,992484,7182,2014-12-31 21:57:33,1,1,6,0,1,300909,10979,1441,15,10157,19134,1,92.5371,1,0,6671,0.9254
3857,22829253,1,1,13,70,632,Functions,992484,11211,2014-04-03 6:12:10,0,1,4,3,2,300909,10979,1441,15,10157,19134,2,94.9565,1,0,10694,0.9496
3858,50108254,1,1,13,70,632,Functions,992484,4459,2018-04-30 21:11:11,1,0,7,2,2,300909,10979,1441,15,10157,19134,2,54.4464,7,0,2449,0.5445
3859,18293834,1,1,13,70,587,Functions,992484,11053,2013-08-17 22:22:39,1,1,10,27,2,300909,10979,1441,15,10157,19134,2,82.0733,2,0,9097,0.8207
3860,30162391,1,1,13,70,632,Functions,992484,7096,2015-05-11 8:00:48,5,0,5,4,1,300909,10979,1441,15,10157,19134,1,93.4944,0,0,6654,0.9349
3861,21818006,1,1,13,70,639,Functions,522444,4624,2014-02-16 23:05:08,1,3,5,14,3,261708,19138,44427,6,7289,22497,3,64.7072,0,0,2994,0.6471
3862,26877367,1,1,13,70,632,Functions,992484,11317,2014-11-12 0:50:47,4,1,5,10,3,300909,10979,1441,15,10157,19134,3,91.9363,0,0,10455,0.9194
3863,30365767,1,1,13,70,632,Functions,992484,3042,2015-05-21 6:07:15,1,0,3,5,2,300909,10979,1441,15,10157,19134,2,87.5368,1,0,2676,0.8754
3864,29620180,1,1,13,70,640,Functions,992484,10575,2015-04-14 6:03:00,1,1,17,0,2,300909,10979,1441,15,10157,19134,2,86.3816,2,0,9191,0.8638
3865,33115415,1,1,13,70,632,Functions,992484,2643,2015-10-14 2:04:36,3,0,7,0,2,300909,10979,1441,15,10157,19134,2,74.8872,2,0,1992,0.7489
3866,28976079,1,1,13,70,632,Functions,992484,3449,2015-03-10 23:39:20,2,0,3,3,1,300909,10979,1441,15,10157,19134,1,90.1904,1,0,3126,0.9019
3867,25581053,1,1,13,70,632,Functions,992484,11218,2014-08-30 9:45:05,5,0,5,1,1,300909,10979,1441,15,10157,19134,1,78.6686,5,0,8851,0.7867
3868,33049434,1,1,13,70,644,Functions,992484,3996,2015-10-10 1:53:05,1,0,13,7,4,300909,10979,1441,15,10157,19134,4,79.2467,0,0,3177,0.7925
3869,20296166,1,1,13,70,643,Functions,992484,4080,2013-11-30 3:28:10,3,1,11,2,3,300909,10979,1441,15,10157,19134,3,61.9361,0,0,2540,0.6194
3870,46941076,1,1,13,70,632,Functions,992484,3108,2017-10-25 19:58:26,2,0,3,0,2,300909,10979,1441,15,10157,19134,2,83.7016,2,0,2614,0.837
3871,35215791,1,1,13,70,628,Functions,992484,5982,2016-02-05 3:26:17,2,0,7,1,2,300909,10979,1441,15,10157,19134,2,91.2927,1,0,5473,0.9129
3872,28467636,1,1,13,70,576,Functions,992484,5226,2015-02-12 1:17:07,2,0,9,4,1,300909,10979,1441,15,10157,19134,1,77.1156,1,0,4037,0.7712
3873,35676131,1,1,13,70,632,Functions,992484,5335,2016-02-27 22:16:53,0,0,4,1,1,300909,10979,1441,15,10157,19134,1,85.237,1,0,4567,0.8524
3874,33599797,1,1,13,70,632,Functions,992484,3784,2015-11-08 22:31:16,3,0,7,3,2,300909,10979,1441,15,10157,19134,2,77.355,2,0,2948,0.7736
3875,33204300,1,1,13,70,632,Functions,992484,7737,2015-10-18 23:14:39,1,0,4,2,2,300909,10979,1441,15,10157,19134,1,84.2397,4,1,6537,0.8424
3876,34080399,1,1,13,70,632,Functions,992484,7669,2015-12-04 3:24:50,1,0,7,0,1,300909,10979,1441,15,10157,19134,1,84.5343,3,0,6499,0.8453
3877,30228270,1,1,13,70,632,Functions,992484,4586,2015-05-14 2:20:31,2,0,2,2,2,300909,10979,1441,15,10157,19134,2,84.4764,0,0,3880,0.8448
3878,49593642,1,1,13,70,632,Functions,992484,5366,2018-04-01 0:13:41,2,0,2,1,2,300909,10979,1441,15,10157,19134,2,85.9714,2,0,4633,0.8597
3879,49330411,1,1,13,70,643,Functions,992484,5709,2018-03-16 22:37:49,1,0,13,0,1,300909,10979,1441,15,10157,19134,1,89.7846,0,0,5168,0.8978
3880,35980623,1,1,13,70,632,Functions,992484,7150,2016-03-14 6:11:52,1,1,8,29,2,300909,10979,1441,15,10157,19134,2,88.0783,0,0,6302,0.8808
3881,31407152,1,1,13,70,632,Functions,992484,3509,2015-07-14 12:52:48,4,0,5,1,1,300909,10979,1441,15,10157,19134,1,63.1669,1,0,2226,0.6317
3882,15015445,1,1,13,70,581,Functions,992484,6795,2013-02-22 1:34:55,6,0,3,3,4,300909,10979,1441,15,10157,19134,4,88.0499,0,0,6005,0.8805
3883,28472769,1,1,13,70,632,Functions,992484,3639,2015-02-12 8:37:15,5,0,6,1,1,300909,10979,1441,15,10157,19134,1,83.9344,2,0,3072,0.8393
3884,47245636,1,1,13,70,632,Functions,992484,4094,2017-11-12 5:04:34,1,0,6,1,1,300909,10979,1441,15,10157,19134,1,83.5814,0,0,3426,0.8358
3885,42527461,1,1,13,70,632,Functions,992484,6009,2017-03-01 9:06:07,4,0,3,6,1,300909,10979,1441,15,10157,19134,1,81.7806,2,0,4951,0.8178
3886,28889883,1,1,13,70,632,Functions,992484,5185,2015-03-05 23:34:03,2,0,12,2,2,300909,10979,1441,15,10157,19134,2,70.0577,0,0,3643,0.7006
3887,26545776,1,1,13,70,632,Functions,992484,3775,2014-10-24 10:02:27,2,0,6,3,1,300909,10979,1441,15,10157,19134,1,69.3625,2,0,2633,0.6936
3888,28038140,1,1,13,70,632,Functions,992484,3304,2015-01-20 5:07:11,1,0,5,1,1,300909,10979,1441,15,10157,19134,1,88.0556,0,0,2912,0.8806
3889,30123613,1,1,13,70,632,Functions,992484,7261,2015-05-08 12:14:27,0,0,9,0,1,300909,10979,1441,15,10157,19134,1,86.3936,0,0,6286,0.8639
3890,33947433,1,1,13,70,632,Functions,992484,9738,2015-11-26 21:44:29,2,0,3,3,1,300909,10979,1441,15,10157,19134,1,92.615,1,0,9042,0.9261
3891,42465163,1,1,13,70,632,Functions,992484,3536,2017-02-26 5:42:46,2,0,6,3,1,300909,10979,1441,15,10157,19134,1,83.338,0,0,2951,0.8334
3892,34938937,1,1,13,70,632,Functions,992484,4333,2016-01-22 4:18:32,1,0,6,10,2,300909,10979,1441,15,10157,19134,2,61.9266,3,0,2700,0.6193
3893,31216733,1,1,13,70,632,Functions,992484,6651,2015-07-04 3:58:37,1,0,12,4,2,300909,10979,1441,15,10157,19134,2,74.6108,2,0,4984,0.7461
3894,28979899,1,1,13,70,603,Functions,992484,4244,2015-03-11 6:21:52,0,0,6,10,2,300909,10979,1441,15,10157,19134,2,93.3646,0,0,3982,0.9336
3895,20435005,1,1,13,70,632,Functions,992484,4404,2013-12-06 22:51:42,0,0,6,1,1,300909,10979,1441,15,10157,19134,1,85.3935,0,0,3765,0.8539
3896,21033258,1,1,13,70,585,Functions,992484,5563,2014-01-09 23:19:43,4,1,11,2,2,300909,10979,1441,15,10157,19134,2,68.2062,4,0,3810,0.6821
3897,53982409,1,1,13,70,678,Functions,992484,4075,2018-12-30 23:55:34,1,0,8,3,1,300909,10979,1441,15,10157,19134,1,74.439,1,0,3052,0.7444
3898,52732100,1,1,13,70,632,Functions,992484,3462,2018-10-10 3:16:27,1,0,4,1,1,300909,10979,1441,15,10157,19134,1,68.9675,2,0,2398,0.6897
3899,32575629,1,1,13,70,632,Functions,992484,3534,2015-09-14 23:54:52,2,0,3,1,1,300909,10979,1441,15,10157,19134,1,88.4411,0,0,3160,0.8844
3900,45141219,1,1,13,70,632,Functions,992484,14928,2017-07-17 10:00:40,0,0,9,1,1,300909,10979,1441,15,10157,19134,1,85.3611,6,0,12776,0.8536
3901,29480875,1,1,13,70,632,Functions,992484,2176,2015-04-06 22:42:09,4,0,3,2,1,300909,10979,1441,15,10157,19134,1,77.2291,0,0,1689,0.7723
3902,20236154,1,1,13,70,632,Functions,992484,4472,2013-11-27 7:20:25,1,0,2,2,1,300909,10979,1441,15,10157,19134,1,88.6834,1,0,3981,0.8868
3903,35714415,1,1,13,70,632,Functions,992484,4656,2016-03-01 4:02:39,1,0,5,1,1,300909,10979,1441,15,10157,19134,1,85.8448,1,0,4039,0.8584
3904,36329916,1,1,13,70,632,Functions,992484,3767,2016-03-31 9:51:16,2,0,3,5,1,300909,10979,1441,15,10157,19134,1,78.3562,2,0,2965,0.7836
3905,22827937,1,1,13,70,632,Functions,992484,4058,2014-04-03 4:34:41,2,1,5,0,1,300909,10979,1441,15,10157,19134,1,73.2208,1,0,2994,0.7322
3906,29442344,1,1,13,70,630,Functions,992484,2968,2015-04-04 3:15:38,2,0,9,4,4,300909,10979,1441,15,10157,19134,3,50.7193,5,0,1516,0.5072
3907,33601694,1,1,13,70,632,Functions,992484,3696,2015-11-09 2:40:22,4,0,9,1,1,300909,10979,1441,15,10157,19134,1,79.004,1,0,2935,0.79
3908,28034049,1,1,13,70,632,Functions,992484,6330,2015-01-19 21:48:38,4,1,8,1,3,300909,10979,1441,15,10157,19134,3,77.9821,3,0,4962,0.7798
3909,50311131,1,1,13,70,632,Functions,992484,6508,2018-05-12 22:22:01,2,0,13,1,1,300909,10979,1441,15,10157,19134,1,62.2653,8,0,4079,0.6227
3910,28868882,1,1,13,70,632,Functions,992484,4745,2015-03-05 2:19:35,1,0,13,0,3,300909,10979,1441,15,10157,19134,3,78.8655,0,0,3754,0.7887
3911,32793676,1,1,13,70,632,Functions,992484,7861,2015-09-26 4:37:02,0,0,7,1,2,300909,10979,1441,15,10157,19134,2,90.1419,1,0,7114,0.9014
3912,30496788,1,1,13,70,632,Functions,992484,3344,2015-05-28 3:36:09,5,0,7,1,2,300909,10979,1441,15,10157,19134,2,73.9698,0,0,2495,0.7397
3913,28444723,1,1,13,70,632,Functions,992484,4240,2015-02-11 0:50:54,1,0,7,3,2,300909,10979,1441,15,10157,19134,2,78.9078,0,0,3468,0.7891
3914,27475129,1,1,13,70,632,Functions,992484,3974,2014-12-14 22:58:32,5,0,6,7,3,300909,10979,1441,15,10157,19134,3,56.0762,2,0,2238,0.5608
3915,43435023,1,1,13,70,632,Functions,992484,5233,2017-04-16 7:52:49,0,0,3,3,1,300909,10979,1441,15,10157,19134,1,74.5718,1,0,3918,0.7457
3916,31042775,1,1,13,70,632,Functions,992484,6443,2015-06-25 6:27:52,6,0,10,3,3,300909,10979,1441,15,10157,19134,3,77.6418,0,0,5011,0.7764
3917,20792984,1,1,13,70,631,Functions,992484,7037,2013-12-27 0:12:00,7,2,6,6,5,300909,10979,1441,15,10157,19134,5,82.9458,1,1,5851,0.8295
3918,31259697,1,1,13,70,632,Functions,992484,5701,2015-07-07 4:20:30,7,0,11,1,2,300909,10979,1441,15,10157,19134,2,68.554,4,0,3935,0.6855
3919,50537185,1,1,13,70,632,Functions,992484,8943,2018-05-25 21:39:36,0,0,3,5,2,300909,10979,1441,15,10157,19134,2,88.2085,3,0,7937,0.8821
3920,28205595,1,1,13,70,632,Functions,992484,5386,2015-01-29 1:33:34,3,1,9,2,2,300909,10979,1441,15,10157,19134,2,67.4423,0,0,3652,0.6744
3921,33251094,1,1,13,70,632,Functions,992484,4461,2015-10-21 4:42:59,2,0,15,1,1,300909,10979,1441,15,10157,19134,1,77.7455,0,0,3483,0.7775
3922,33965826,1,1,13,70,630,Functions,992484,8371,2015-11-27 23:06:53,3,1,9,0,2,300909,10979,1441,15,10157,19134,2,87.3065,1,0,7332,0.8731
3923,26879282,1,1,13,70,632,Functions,992484,3645,2014-11-12 4:27:48,2,1,6,9,3,300909,10979,1441,15,10157,19134,3,86.1308,0,0,3161,0.8613
3924,26877737,1,1,13,70,696,Functions,992484,2098,2014-11-12 1:30:17,12,0,2,8,1,300909,10979,1441,15,10157,19134,1,82.8829,0,0,1748,0.8288
3925,48124605,1,1,13,70,632,Functions,992484,3071,2018-01-06 5:36:45,1,0,13,2,1,300909,10979,1441,15,10157,19134,1,67.7178,0,0,2083,0.6772
3926,24978159,1,1,13,70,632,Functions,992484,5161,2014-07-27 5:21:33,1,0,2,3,1,300909,10979,1441,15,10157,19134,1,90.7357,1,0,4711,0.9074
3927,35447699,1,1,13,70,632,Functions,992484,4599,2016-02-17 4:02:24,2,0,2,0,1,300909,10979,1441,15,10157,19134,1,81.5288,3,0,3765,0.8153
3928,34847110,1,1,13,70,632,Functions,992484,5198,2016-01-18 4:00:10,2,0,15,3,2,300909,10979,1441,15,10157,19134,2,81.4524,1,0,4251,0.8145
3929,34864911,1,1,13,70,632,Functions,992484,6081,2016-01-18 22:05:31,3,0,4,3,2,300909,10979,1441,15,10157,19134,2,81.7616,2,0,4994,0.8176
3930,36805363,1,1,13,70,632,Functions,992484,4121,2016-04-23 0:53:09,2,0,4,0,2,300909,10979,1441,15,10157,19134,2,82.9787,2,0,3432,0.8298
3931,35078771,1,1,13,70,631,Functions,992484,6205,2016-01-29 7:11:10,2,0,2,5,2,300909,10979,1441,15,10157,19134,1,84.6722,4,0,5270,0.8467
3932,35516500,1,1,13,70,846,Functions,992484,7157,2016-02-19 22:46:56,2,0,6,0,2,300909,10979,1441,15,10157,19134,2,85.2761,1,0,6116,0.8528
3933,27220548,1,1,13,70,649,Functions,992484,13171,2014-12-01 1:28:57,2,0,6,3,2,300909,10979,1441,15,10157,19134,2,88.5758,0,1,11692,0.8858
3934,26412976,1,1,13,70,632,Functions,992484,5664,2014-10-16 20:07:26,1,1,5,0,2,300909,10979,1441,15,10157,19134,2,80.4857,0,0,4574,0.8049
3935,29044277,1,1,13,70,632,Functions,992484,3092,2015-03-14 0:59:25,1,0,4,0,2,300909,10979,1441,15,10157,19134,2,86.0674,0,0,2681,0.8607
3936,49037398,1,1,13,70,702,Functions,992484,4561,2018-02-28 19:44:48,4,0,11,2,2,300909,10979,1441,15,10157,19134,2,55.5604,4,0,2548,0.5556
3937,23667743,1,1,13,70,678,Functions,992484,11977,2014-05-15 1:21:01,1,1,10,21,2,300909,10979,1441,15,10157,19134,2,85.6049,1,0,10288,0.856
3938,31509204,1,1,13,70,632,Functions,992484,6184,2015-07-20 5:12:27,3,0,13,2,2,300909,10979,1441,15,10157,19134,2,79.4189,0,0,4920,0.7942
3939,31067017,1,1,13,70,632,Functions,992484,7460,2015-06-26 7:06:59,2,0,10,3,3,300909,10979,1441,15,10157,19134,2,71.2671,8,0,5360,0.7127
3940,47950844,1,1,13,70,632,Functions,992484,5193,2017-12-23 7:59:20,3,0,3,2,1,300909,10979,1441,15,10157,19134,1,71.9298,1,0,3772,0.7193
3941,26983383,1,1,13,70,632,Functions,992484,4197,2014-11-17 22:44:09,4,0,9,0,1,300909,10979,1441,15,10157,19134,1,74.4186,2,0,3136,0.7442
3942,27179775,1,1,13,70,632,Functions,992484,5211,2014-11-27 23:04:33,4,1,6,9,2,300909,10979,1441,15,10157,19134,2,78.877,3,0,4130,0.7888
3943,31331506,1,1,13,70,578,Functions,992484,5877,2015-07-10 2:29:28,4,0,18,13,3,300909,10979,1441,15,10157,19134,3,69.292,1,0,4091,0.6929
3944,33718716,1,1,13,70,632,Functions,992484,8094,2015-11-15 10:31:51,3,0,9,1,1,300909,10979,1441,15,10157,19134,1,87.4093,3,0,7109,0.8741
3945,26208193,1,1,13,70,632,Functions,992484,8237,2014-10-05 23:11:56,2,1,3,11,2,300909,10979,1441,15,10157,19134,2,81.8938,1,0,6789,0.8189
3946,49625269,1,1,13,70,632,Functions,992484,4161,2018-04-03 8:13:38,2,0,10,0,1,300909,10979,1441,15,10157,19134,1,68.753,1,0,2878,0.6875
3947,29528314,1,1,13,70,632,Functions,992484,6362,2015-04-09 1:41:34,3,0,11,0,2,300909,10979,1441,15,10157,19134,2,88.0702,0,0,5618,0.8807
3948,34520360,1,1,13,70,632,Functions,992484,2259,2015-12-29 22:53:41,1,0,3,1,2,300909,10979,1441,15,10157,19134,1,79.5793,2,0,1816,0.7958
3949,27856376,1,1,13,70,632,Functions,992484,3537,2015-01-09 8:20:19,2,0,3,0,2,300909,10979,1441,15,10157,19134,2,75.8863,3,0,2697,0.7589
3950,25440668,1,1,13,70,630,Functions,992484,4677,2014-08-22 6:15:41,2,0,4,2,1,300909,10979,1441,15,10157,19134,1,85.4688,1,0,4029,0.8547
3951,23482593,1,1,13,70,632,Functions,992484,3034,2014-05-05 21:58:36,1,0,4,1,1,300909,10979,1441,15,10157,19134,1,84.8445,1,0,2592,0.8484
3952,28534155,1,1,13,70,641,Functions,992484,6554,2015-02-16 3:34:02,0,0,7,4,1,300909,10979,1441,15,10157,19134,1,87.6081,0,0,5776,0.8761
3953,28619554,1,1,13,70,632,Functions,992484,7619,2015-02-20 0:17:25,2,0,3,1,2,300909,10979,1441,15,10157,19134,2,78.3826,3,0,5990,0.7838
3954,28342986,1,1,13,70,632,Functions,992484,4954,2015-02-05 11:39:31,5,0,10,4,1,300909,10979,1441,15,10157,19134,1,75.6485,0,0,3762,0.7565
3955,33599932,1,1,13,70,633,Functions,992484,4107,2015-11-08 22:46:31,3,0,7,0,2,300909,10979,1441,15,10157,19134,2,59.6759,4,0,2467,0.5968
3956,27281455,1,1,13,70,632,Functions,992484,4231,2014-12-03 20:55:58,2,0,9,1,3,300909,10979,1441,15,10157,19134,3,81.3767,1,0,3452,0.8138
3957,47209737,1,1,13,70,632,Functions,992484,4415,2017-11-09 19:09:01,1,0,10,0,3,300909,10979,1441,15,10157,19134,3,79.1196,2,0,3505,0.7912
3958,34645446,1,1,13,70,632,Functions,992484,2780,2016-01-07 0:34:53,0,0,7,6,2,300909,10979,1441,15,10157,19134,2,86.4535,0,0,2406,0.8645
3959,28269736,1,1,13,70,632,Functions,992484,3055,2015-02-02 0:53:02,2,0,3,2,1,300909,10979,1441,15,10157,19134,1,69.7326,2,0,2138,0.6973
3960,28735359,1,1,13,70,632,Functions,992484,7351,2015-02-26 5:49:17,2,0,12,7,2,300909,10979,1441,15,10157,19134,2,86.9077,0,0,6419,0.8691
3961,31824004,1,1,13,70,640,Functions,992484,2890,2015-08-05 5:21:08,2,0,4,1,1,300909,10979,1441,15,10157,19134,1,80.0551,1,0,2324,0.8006
3962,18652782,1,1,13,70,632,Functions,992484,3315,2013-09-06 8:01:14,2,1,8,2,2,300909,10979,1441,15,10157,19134,2,79.7956,1,0,2654,0.798
3963,30250333,1,1,13,70,632,Functions,992484,2812,2015-05-15 1:59:22,2,0,3,3,1,300909,10979,1441,15,10157,19134,1,87.1413,1,0,2460,0.8714
3964,50183490,1,1,13,70,632,Functions,992484,3165,2018-05-04 21:49:39,0,0,3,0,1,300909,10979,1441,15,10157,19134,1,72.4906,3,0,2311,0.7249
3965,46497647,1,1,13,70,642,Functions,992484,4705,2017-09-29 22:23:01,3,0,15,3,2,300909,10979,1441,15,10157,19134,2,70.0295,1,0,3318,0.7003
3966,29159994,1,1,13,70,632,Functions,992484,2586,2015-03-20 5:28:05,5,1,4,5,2,300909,10979,1441,15,10157,19134,2,86.7052,1,0,2250,0.8671
3967,35689170,1,1,13,70,632,Functions,992484,5648,2016-02-28 22:36:12,2,0,7,0,2,300909,10979,1441,15,10157,19134,2,57.904,7,0,3293,0.579
3968,47120865,1,1,13,70,632,Functions,992484,5650,2017-11-05 11:09:03,3,0,10,3,4,300909,10979,1441,15,10157,19134,3,73.1225,0,0,4138,0.7312
3969,32981345,1,1,13,70,632,Functions,992484,6157,2015-10-06 23:20:25,1,0,6,3,1,300909,10979,1441,15,10157,19134,1,87.4919,2,0,5407,0.8749
3970,44672409,1,1,13,70,632,Functions,992484,3379,2017-06-21 9:40:45,6,0,5,0,2,300909,10979,1441,15,10157,19134,2,74.8229,1,0,2535,0.7482
3971,35838933,1,1,13,70,632,Functions,992484,5669,2016-03-07 8:09:16,4,0,7,7,1,300909,10979,1441,15,10157,19134,1,82.8878,2,0,4713,0.8289
3972,35905502,1,1,13,70,633,Functions,992484,7756,2016-03-10 0:41:08,2,0,9,0,1,300909,10979,1441,15,10157,19134,1,73.2214,4,0,5712,0.7322
3973,28423538,1,1,13,70,632,Functions,992484,3339,2015-02-10 3:23:27,1,0,5,0,1,300909,10979,1441,15,10157,19134,1,88.7828,1,0,2976,0.8878
3974,25632358,1,1,13,70,646,Functions,992484,14228,2014-09-02 21:05:04,3,0,16,4,2,300909,10979,1441,15,10157,19134,2,88.2072,0,0,12581,0.8821
